Date,Amount,Description,Account_Type,Subcode,Month
2022-09-20,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,9
2022-06-09,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,6
2022-06-18,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,6
2022-03-02,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,3
2022-04-27,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,4
2022-07-24,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,7
2022-01-27,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,1
2022-11-09,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,11
2022-10-30,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,10
2022-02-26,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,2
2022-12-18,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,12
2022-07-03,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,7
2022-01-17,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,1
2022-09-28,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,9
2022-05-16,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,5
2022-05-21,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,5
2022-07-16,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,7
2022-07-25,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,7
2022-11-27,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,11
2022-03-16,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,3
2022-06-30,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,6
2022-05-31,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,5
2022-05-28,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,5
2022-07-18,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,7
2022-02-28,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,2
2022-05-16,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,5
2022-08-14,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,8
2022-02-18,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,2
2022-12-18,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,12
2022-11-19,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,11
2022-08-12,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,8
2022-06-20,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,6
2022-02-27,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,2
2022-06-05,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,6
2022-02-13,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,2
2022-08-29,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,8
2022-11-13,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,11
2022-12-13,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,12
2022-03-01,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,3
2022-03-10,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,3
2022-03-09,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,3
2022-01-27,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,1
2022-01-07,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,1
2022-07-06,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,7
2022-08-04,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,8
2022-10-13,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,10
2022-12-28,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,12
2022-06-21,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,6
2022-10-15,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,10
2022-12-25,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,12
2022-07-11,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,7
2022-05-24,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,5
2022-04-07,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,4
2022-04-16,2.75,NYCT PAYGO          NEW YORK            NY,amex_1,B-T,4
2022-02-09,2.75,OMNYPYG*            877-789-6669        NY,amex_1,B-T,2
2022-03-17,2.75,OMNYPYG*            877-789-6669        NY,amex_1,B-T,3
2022-08-12,2.75,OMNYPYG*            877-789-6669        NY,amex_1,B-T,8
2022-11-28,11.28,"KLEAN KANTEEN, INC.-CHICO               CA",amex_1,B-X,11
2022-05-06,32.94,310 BOWERY 0000     NEW YORK            NY,amex_1,D-X,5
2022-11-06,3.2,ALHEGAZY HALAL FOOD NEW YORK            NY,amex_1,D-X,11
2022-11-08,11.03,Arts and Crafts BeerNew York            NY,amex_1,D-X,11
2022-09-23,16.71,BM * JUNKO SUSHI,amex_1,D-X,9
2022-01-15,2.22,BY THE WAY BAKERY,amex_1,D-X,1
2022-12-17,0.95,CAFE METRO NEW YORK            NY,amex_1,D-X,12
2022-05-30,7.53,DARUMA901INC 10-04 DEBIT CARD PURCHASE,truist_1,D-X,5
2022-08-20,1.81,FOOD HALL D         FLUSHING            NY,amex_1,D-X,8
2022-01-17,39.37,FRIEDMANS 000000001 NEW YORK            NY,amex_1,D-X,1
2022-04-24,9.88,GglPay MADISON CAFE BRONX               NY,amex_1,D-X,4
2022-03-02,65.01,GglPay SLICE*KORONETNEW YORK CITY       NY,amex_1,D-X,3
2022-12-03,7.13,HAMILTON DELI NEW YORK            NY,amex_1,D-X,12
2022-08-26,7.93,HOODA HALAL FOOD    Levittown           NY,amex_1,D-X,8
2022-12-10,21.77,KING OF FALAFEL,amex_1,D-X,12
2022-08-09,23.71,KING OF FALAFEL & SHASTORIA             NY,amex_1,D-X,8
2022-09-27,8.03,KING OF FALAFEL & SHASTORIA             NY,amex_1,D-X,9
2022-04-12,10.72,La Salle Dumpling,amex_1,D-X,4
2022-11-23,4.63,MADISON CAFE,amex_1,D-X,11
2022-11-17,7.92,MADISON CAFE,amex_1,D-X,11
2022-08-15,4.39,MADISON CAFE,amex_1,D-X,8
2022-05-29,7.16,MADISON CAFE,amex_1,D-X,5
2022-06-03,7.65,MEL'S BURGER BAR    NEW YORK            NY,amex_1,D-X,6
2022-04-16,5.2,MILANO MARKET SANDWINEW YORK            NY,amex_1,D-X,4
2022-01-05,4.7,NYC BAGEL & COFFEE HASTORIA             NY,amex_1,D-X,1
2022-08-23,5.51,SAMAD'S GOURMET,amex_1,D-X,8
2022-10-20,24.53,SANFORDS,amex_1,D-X,10
2022-05-29,34.4,SANFORDS RESTAURANT ASTORIA             NY,amex_1,D-X,5
2022-02-06,2.65,SEAMLSS*MADISONCAFE NEW YORK            NY,amex_1,D-X,2
2022-10-10,7.95,SEAMLSS*MADISONCAFE NEW YORK            NY,amex_1,D-X,10
2022-12-25,28.41,SLICE*KORONETPIZZA  NEW YORK CITY       NY,amex_1,D-X,12
2022-11-11,19.42,SYMPOSIUM RESTAURANTNEW YORK            NY,amex_1,D-X,11
2022-04-27,3.82,TASTE OF ITALY PIZZEASTORIA             NY,amex_1,D-X,4
2022-03-07,23.85,TOMS RESTAURANT 6500NEW YORK            NY,amex_1,D-X,3
2022-12-03,5.76,TST* DEAR MAMA- WESTNEW YORK            NY,amex_1,D-X,12
2022-12-06,15.52,TST* KING OF FALAFELASTORIA             NY,amex_1,D-X,12
2022-04-24,1.55,"TST* SHAI, BUTTERFUNNEW YORK            NY",amex_1,D-X,4
2022-10-29,2.1,TST* THE BRONX BREWEBRONX               NY,amex_1,D-X,10
2022-06-12,4.61,TST* WU & BAUM 00034NEW YORK            NY,amex_1,D-X,6
2022-10-28,22.32,STUBHUB,amex_1,E-S,10
2022-02-18,4.0,D J*WALL-ST-JOURNAL 800-568-7625        MA,amex_1,E-W,2
2022-12-07,4.0,D J*WALL-ST-JOURNAL 800-568-7625        MA,amex_1,E-W,12
2022-12-29,4.0,D J*WALL-ST-JOURNAL 800-568-7625        MA,amex_1,E-W,12
2022-12-18,4.73,INTERNATIONAL WINES NEW YORK            NY,amex_1,F-A,12
2022-11-10,5.81,INTERNATIONAL WINES NEW YORK            NY,amex_1,F-A,11
2022-08-09,8.43,CITY FRESH MARKET,amex_1,F-G,8
2022-07-30,10.33,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,7
2022-04-08,25.86,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,4
2022-01-07,113.15,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,1
2022-02-15,120.14,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,2
2022-03-09,110.19,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,3
2022-04-12,119.35,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,4
2022-05-15,105.1,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,5
2022-06-05,116.5,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,6
2022-07-11,79.5,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,7
2022-08-14,129.5,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,8
2022-09-01,157.26,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,9
2022-10-13,143.45,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,10
2022-11-01,199.17,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,11
2022-12-05,108.13,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,12
2022-12-19,119.27,CITY FRESH MARKET 00ASTORIA             NY,amex_1,F-G,12
2022-11-04,4.15,GglPay MORTON WILLIANEW YORK            NY,amex_1,F-G,11
2022-08-03,19.03,MORTON WILLIAMS - AMNEW YORK            NY,amex_1,F-G,8
2022-01-03,3.71,MORTON WILLIAMS - BLNEW YORK            NY,amex_1,F-G,1
2022-04-21,11.87,WESTSIDE MARKET,amex_1,F-G,4
2022-02-14,2.92,WESTSIDE MARKET 2840NEW YORK            NY,amex_1,F-G,2
2022-08-02,9.81,WESTSIDE MARKET 2840NEW YORK            NY,amex_1,F-G,8
2022-09-02,3.71,CMSVEND*CV,amex_1,F-V,9
2022-04-21,1.73,CMSVEND*CV,amex_1,F-V,4
2022-12-05,1.57,CMSVEND*CV,amex_1,F-V,12
2022-05-25,0.28,CMSVEND*CV FARMINGDAAMITYVILLE          NY,amex_1,F-V,5
2022-07-19,0.46,CMSVEND*CV FARMINGDAAMITYVILLE          NY,amex_1,F-V,7
2022-07-16,0.5,CMSVEND*CV FARMINGDAAMITYVILLE          NY,amex_1,F-V,7
2022-03-06,0.78,CMSVEND*CV FARMINGDAAMITYVILLE          NY,amex_1,F-V,3
2022-10-29,0.58,CMSVEND*CV FARMINGDAAMITYVILLE          NY,amex_1,F-V,10
2022-12-11,30.85,HOMEDEPOT.COM,amex_1,H-F,12
2022-12-14,3.2,IKEA                BROOKLYN            NY,amex_1,H-F,12
2022-04-11,7.75,IKEA                BROOKLYN            NY,amex_1,H-F,4
2022-10-15,16.21,THE HOME DEPOT,amex_1,H-F,10
2022-07-09,8.9,THE HOME DEPOT      NEW YORK            NY,amex_1,H-F,7
2022-01-13,8.29,UNIVERSITY HARDWARE NEW YORK            NY,amex_1,H-F,1
2022-12-24,14.34,UNIVERSITY HARDWARE NEW YORK            NY,amex_1,H-F,12
2022-09-28,86.06,UNIVERSITY HARDWARE NEW YORK            NY,amex_1,H-F,9
2022-12-02,12.52,U-HAUL,amex_1,H-M,12
2022-01-01,400.0,RENT PAYMENT VIA ZELLE,truist_1,H-R,1
2022-02-01,400.0,RENT PAYMENT VIA ZELLE,truist_1,H-R,2
2022-03-01,400.0,RENT PAYMENT VIA ZELLE,truist_1,H-R,3
2022-04-01,400.0,RENT PAYMENT VIA ZELLE,truist_1,H-R,4
2022-05-01,400.0,RENT PAYMENT VIA ZELLE,truist_1,H-R,5
2022-06-01,400.0,RENT PAYMENT VIA ZELLE,truist_1,H-R,6
2022-07-01,450.0,RENT PAYMENT VIA ZELLE,truist_1,H-R,7
2022-08-01,450.0,RENT PAYMENT VIA ZELLE,truist_1,H-R,8
2022-09-01,450.0,RENT PAYMENT VIA ZELLE,truist_1,H-R,9
2022-10-01,450.0,RENT PAYMENT VIA ZELLE,truist_1,H-R,10
2022-11-01,450.0,RENT PAYMENT VIA ZELLE,truist_1,H-R,11
2022-12-01,450.0,RENT PAYMENT VIA ZELLE,truist_1,H-R,12
2022-10-05,-400.0,MONEYLINE FID BKG SVC LLC ACH CREDIT,truist_1,J-S,10
2022-01-16,-300.0,MONEYLINE FID BKG SVC LLC ACH CREDIT,truist_1,J-S,1
2022-12-26,-155.0,MONEYLINE FID BKG SVC LLC ACH CREDIT,truist_1,J-S,12
2022-06-24,6.12,SP GAMMARAYOPTIX    POMONA              CA,amex_1,M-E,6
2022-06-16,35.41,NINTENDO DEBIT CARD PURCHASE,truist_1,P-G,6
2022-07-28,32.68,NINTENDO DEBIT CARD PURCHASE,truist_1,P-G,7
2022-09-28,238.54,DELTA AIR LINES,amex_1,T-A,9
2022-02-18,287.87,DELTA AIR LINES,amex_1,T-A,2
2022-10-16,2.41,DELTA AIR LINES,amex_1,T-A,10
2022-02-04,6.44,DELTA AIR LINES,amex_1,T-A,2
2022-08-05,8.22,DELTA AIR LINES,amex_1,T-A,8
2022-02-26,8.31,DELTA AIR LINES,amex_1,T-A,2
2022-05-04,4.56,DELTA AIR LINES     ATLANTA,amex_1,T-A,5
2022-07-27,5.5,DEUTSCHE LUFTHANSA AKoeln,amex_1,T-A,7
2022-01-05,209.74,Southwest Airlines  DALLAS              TX,amex_1,T-A,1
2022-07-20,21.95,VIZCAYA MUSEUM AND GMIAMI               FL,amex_1,T-E,7
2022-10-10,19.05,CAFE CASTRO         Santa Fe            NM,amex_1,T-F,10
2022-06-16,13.16,CAFE ON THE AVE     SEATTLE             WA,amex_1,T-F,6
2022-06-02,5.05,PASCHALS CONCOURSE BATLANTA             GA,amex_1,T-F,6
2022-07-24,5.87,PEAK FOOD COURT     Killington          VT,amex_1,T-F,7
2022-01-09,132.3,AIRBNB SAN FRANCISCO       CA,amex_1,T-H,1
2022-04-29,4.52,CLIPPER SYSTEMS MOBICONCORD             CA,amex_1,T-S,4
2022-05-11,9.55,GglPay NJT RAIL MY-TNEWARK              NJ,amex_1,T-S,5
2022-02-08,11.59,GglPay NJT RAIL MY-TNEWARK              NJ,amex_1,T-S,2
2022-10-21,55.01,RENFE VIRTUAL INTERNMADRID              ES,amex_1,T-S,10
2022-08-04,272.06,ROBBIE & CO. MEN'S SNew York            NY,amex_1,W-C,8
2022-05-30,386.15,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,5
2022-07-10,70.52,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,7
2022-07-19,139.45,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,7
2022-04-17,899.96,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,4
2022-06-25,554.24,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,6
2022-06-28,293.56,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,6
2022-07-02,242.49,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,7
2022-05-21,436.65,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,5
2022-05-13,40.33,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,5
2022-12-31,457.97,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,12
2022-04-14,262.3,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,4
2022-07-09,86.65,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,7
2022-02-06,37.99,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,2
2022-07-29,478.95,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,7
2022-01-24,472.38,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,1
2022-11-20,128.16,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,11
2022-12-14,160.98,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,12
2022-09-16,204.6,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,9
2022-01-23,33.77,ACH PMT AMEX EPAYMENT INTERNET PAYMENT,truist_1,Z-C,1
2022-01-11,-223.84,MOBILE PAYMENT - THANK YOU,amex_1,Z-C,1
2022-05-29,-707.79,MOBILE PAYMENT - THANK YOU,amex_1,Z-C,5
2022-11-09,-70.98,ONLINE PAYMENT - THANK YOU,amex_1,Z-C,11
2022-10-29,-78.31,ONLINE PAYMENT - THANK YOU,amex_1,Z-C,10
2022-07-21,-313.19,ONLINE PAYMENT - THANK YOU,amex_1,Z-C,7
2022-10-26,-130.42,ONLINE PAYMENT - THANK YOU,amex_1,Z-C,10
2022-08-25,-20.76,ONLINE PAYMENT - THANK YOU,amex_1,Z-C,8
2022-03-05,-970.65,ONLINE PAYMENT - THANK YOU,amex_1,Z-C,3
2022-04-27,-792.98,ONLINE PAYMENT - THANK YOU,amex_1,Z-C,4
2022-05-04,-17.34,ONLINE PAYMENT - THANK YOU,amex_1,Z-C,5
2022-07-03,-123.91,ONLINE PAYMENT - THANK YOU,amex_1,Z-C,7
2022-10-29,-163.57,ONLINE PAYMENT - THANK YOU,amex_1,Z-C,10
2022-09-21,-78.51,ONLINE PAYMENT - THANK YOU,amex_1,Z-C,9
2022-03-19,-327.39,MOBILE DEPOSIT,truist_1,Z-X,3
